Player,Year,PTS,AST,TRB,STL,BLK,FG,FGA,MP,G,3P,3PA,2P,2PA
Marcus Paige,2018,12,3,4.0,0.0,0.0,4,14,28.0,5,2.0,8.0,2,6
Justin Patton,2018,2,0,0.0,1.0,0.0,1,2,4.0,1,0.0,0.0,1,2
Brandon Paul,2018,147,37,68.0,25.0,7.0,55,127,576.0,64,15.0,54.0,40,73
Gary Payton II,2018,69,21,44.0,7.0,3.0,30,74,221.0,23,6.0,25.0,24,49
London Perrantes,2018,7,5,4.0,2.0,1.0,2,13,66.0,14,0.0,3.0,2,10
Alec Peters,2018,82,12,37.0,2.0,2.0,28,74,225.0,20,18.0,58.0,10,16
Otto Porter Jr.,2018,1134,157,492.0,116.0,41.0,445,885,2432.0,77,138.0,313.0,307,572
Kristaps PorziÅÄ£is,2018,1088,57,316.0,36.0,115.0,390,889,1553.0,48,90.0,228.0,300,661
Taurean Prince,2018,1158,214,389.0,85.0,42.0,415,975,2464.0,82,176.0,457.0,239,518
Jacob Pullen,2018,2,0,0.0,0.0,0.0,1,2,6.0,3,0.0,1.0,1,1
Rodney Purvis,2018,96,17,27.0,3.0,3.0,35,107,290.0,16,13.0,52.0,22,55
Zhou Qi,2018,22,2,22.0,2.0,14.0,6,32,124.0,18,2.0,19.0,4,13
Ivan Rabb,2018,201,32,158.0,12.0,13.0,86,152,516.0,36,0.0,0.0,86,152
Xavier Rathan-Mayes,2018,29,18,5.0,6.0,3.0,12,42,118.0,5,1.0,14.0,11,28
Davon Reed,2018,63,13,39.0,10.0,2.0,22,76,242.0,21,11.0,38.0,11,38
Devin Robinson,2018,2,0,5.0,1.0,0.0,1,3,13.0,1,0.0,0.0,1,3
Glenn Robinson III,2018,95,17,37.0,13.0,1.0,36,85,338.0,23,14.0,34.0,22,51
Dario Å ariÄ,2018,1141,202,520.0,51.0,20.0,403,890,2310.0,78,157.0,399.0,246,491
TomÃ¡Å¡ SatoranskÃ½,2018,524,286,233.0,52.0,15.0,201,384,1643.0,73,47.0,101.0,154,283
Dennis SchrÃ¶der,2018,1301,417,208.0,72.0,6.0,500,1146,2078.0,67,76.0,262.0,424,884
Ben Simmons,2018,1279,661,659.0,140.0,70.0,544,998,2732.0,81,0.0,11.0,544,987
Kobi Simmons,2018,196,68,50.0,18.0,5.0,80,189,643.0,32,11.0,39.0,69,150
Dennis Smith Jr.,2018,1048,358,260.0,71.0,18.0,404,1024,2049.0,69,106.0,339.0,298,685
Edmond Sumner,2018,2,0,1.0,0.0,0.0,1,1,2.0,1,0.0,0.0,1,1
Caleb Swanigan,2018,61,14,54.0,5.0,3.0,24,60,189.0,27,1.0,8.0,23,52
Jayson Tatum,2018,1112,128,402.0,83.0,58.0,397,835,2443.0,80,105.0,242.0,292,593
Mirza TeletoviÄ,2018,71,10,23.0,4.0,1.0,25,57,159.0,10,21.0,45.0,4,12
MiloÅ¡ TeodosiÄ,2018,429,209,126.0,23.0,5.0,151,360,1134.0,45,88.0,232.0,63,128
Daniel Theis,2018,331,56,274.0,30.0,48.0,126,233,936.0,63,18.0,58.0,108,175
Sindarius Thornwell,2018,282,68,140.0,48.0,25.0,100,233,1156.0,73,23.0,61.0,77,172
Jonas ValanÄiÅ«nas,2018,980,81,660.0,29.0,69.0,390,687,1727.0,77,30.0,74.0,360,613
Nikola VuÄeviÄ,2018,939,191,523.0,56.0,62.0,399,840,1683.0,57,64.0,204.0,335,636
Tyrone Wallace,2018,291,71,105.0,27.0,13.0,110,247,851.0,30,10.0,40.0,100,207
Derrick Walton,2018,29,16,16.0,7.0,3.0,8,25,147.0,16,7.0,17.0,1,8
Jameel Warney,2018,17,0,9.0,0.0,0.0,7,12,27.0,3,0.0,0.0,7,12
James Webb III,2018,16,4,24.0,1.0,0.0,6,24,120.0,10,4.0,19.0,2,5
Andrew White,2018,69,6,34.0,3.0,1.0,25,73,209.0,15,18.0,49.0,7,24
Derrick White,2018,54,9,26.0,4.0,3.0,16,33,139.0,17,8.0,13.0,8,20
Jacob Wiley,2018,4,2,11.0,1.0,0.0,1,4,33.0,5,1.0,2.0,0,2
C.J. Williams,2018,209,43,56.0,31.0,13.0,87,197,707.0,38,22.0,78.0,65,119
Matt Williams,2018,5,0,1.0,0.0,0.0,2,6,11.0,3,1.0,5.0,1,1
D.J. Wilson,2018,21,3,10.0,3.0,1.0,9,16,71.0,22,2.0,5.0,7,11
Jamil Wilson,2018,105,10,32.0,5.0,8.0,38,81,274.0,15,27.0,63.0,11,18
Guerschon Yabusele,2018,79,16,52.0,4.0,5.0,26,61,235.0,33,12.0,37.0,14,24
Ante Å½iÅ¾iÄ,2018,119,5,60.0,2.0,13.0,49,67,214.0,32,0.0,0.0,49,67
Jaylen Adams,2019,108,65,60.0,14.0,5.0,38,110,428.0,34,25.0,74.0,13,36
Deng Adel,2019,32,5,19.0,1.0,4.0,11,36,194.0,19,6.0,23.0,5,13
DeVaughn Akoon-Purcell,2019,7,6,4.0,2.0,0.0,3,10,22.0,7,0.0,4.0,3,6
Rawle Alkins,2019,37,13,26.0,1.0,0.0,13,39,120.0,10,3.0,12.0,10,27
Grayson Allen,2019,211,25,23.0,6.0,6.0,67,178,416.0,38,32.0,99.0,35,79
Kostas Antetokounmpo,2019,2,0,1.0,2.0,0.0,0,3,11.0,2,0.0,0.0,0,3
Deandre Ayton,2019,1159,125,729.0,61.0,67.0,509,870,2183.0,71,0.0,4.0,509,866
Marvin Bagley III,2019,923,62,471.0,33.0,59.0,356,706,1567.0,62,30.0,96.0,326,610
Mo Bamba,2019,292,39,233.0,13.0,64.0,117,243,766.0,47,21.0,70.0,96,173
Keita Bates-Diop,2019,151,17,83.0,18.0,14.0,60,142,503.0,30,13.0,52.0,47,90
Dairis BertÄns,2019,34,10,9.0,1.0,0.0,12,47,167.0,12,10.0,34.0,2,13
Jaron Blossomgame,2019,114,13,98.0,7.0,8.0,47,106,439.0,27,10.0,39.0,37,67
Jonah Bolden,2019,207,40,165.0,17.0,39.0,80,162,639.0,44,34.0,96.0,46,66
Isaac Bonga,2019,19,15,25.0,9.0,4.0,5,33,120.0,22,0.0,8.0,5,25
Mikal Bridges,2019,684,173,264.0,129.0,38.0,242,563,2417.0,82,105.0,313.0,137,250
Miles Bridges,2019,597,95,323.0,55.0,49.0,237,511,1696.0,80,65.0,200.0,172,311
Isaiah Briscoe,2019,136,87,74.0,11.0,2.0,55,138,559.0,39,11.0,34.0,44,104
Ryan Broekhoff,2019,167,22,63.0,6.0,4.0,57,126,453.0,42,38.0,93.0,19,33
Bruce Brown,2019,319,91,185.0,40.0,36.0,125,314,1449.0,74,24.0,93.0,101,221
Troy Brown Jr.,2019,248,80,145.0,21.0,5.0,97,234,730.0,52,22.0,69.0,75,165
Jalen Brunson,2019,678,230,169.0,37.0,4.0,264,565,1591.0,73,63.0,181.0,201,384
Deonte Burton,2019,82,9,28.0,6.0,8.0,33,82,240.0,32,8.0,27.0,25,55
Jevon Carter,2019,172,69,66.0,26.0,11.0,56,185,577.0,39,34.0,102.0,22,83
Wendell Carter Jr.,2019,455,78,307.0,26.0,58.0,180,371,1110.0,44,6.0,32.0,174,339
Troy Caupain,2019,10,4,3.0,1.0,0.0,4,8,16.0,4,2.0,3.0,2,5
Joe Chealey,2019,2,1,0.0,0.0,0.0,1,3,8.0,1,0.0,0.0,1,3
Chris Chiozza,2019,6,4,4.0,1.0,1.0,2,8,33.0,7,2.0,5.0,0,3
Gary Clark,2019,148,18,116.0,20.0,26.0,50,151,641.0,51,41.0,138.0,9,13
Bonzie Colson,2019,39,3,30.0,5.0,1.0,13,39,98.0,8,5.0,21.0,8,18
Mitch Creek,2019,21,6,12.0,2.0,0.0,8,16,48.0,5,0.0,2.0,8,14
Tyler Davis,2019,0,0,1.0,0.0,0.0,0,1,1.0,1,0.0,0.0,0,1
Ãngel Delgado,2019,3,0,4.0,1.0,0.0,1,5,15.0,2,0.0,0.0,1,5
Marcus Derrickson,2019,46,1,13.0,0.0,1.0,16,33,67.0,11,10.0,20.0,6,13
Hamidou Diallo,2019,190,17,97.0,21.0,10.0,75,165,526.0,51,4.0,24.0,71,141
Donte DiVincenzo,2019,131,31,65.0,13.0,6.0,50,124,411.0,27,22.0,83.0,28,41
Luka DonÄiÄ,2019,1526,429,563.0,77.0,25.0,506,1186,2318.0,72,168.0,514.0,338,672
Trevon Duval,2019,5,2,1.0,0.0,0.0,2,3,6.0,3,1.0,1.0,1,2
Vince Edwards,2019,3,0,2.0,0.0,0.0,1,4,16.0,2,1.0,4.0,0,0
Drew Eubanks,2019,41,7,34.0,2.0,5.0,15,26,113.0,23,0.0,0.0,15,26
Jacob Evans,2019,40,23,25.0,5.0,3.0,18,53,204.0,30,4.0,15.0,14,38
Melvin Frazier,2019,15,1,5.0,1.0,0.0,7,21,44.0,10,0.0,6.0,7,15
Billy Garrett,2019,26,7,3.0,1.0,1.0,11,27,63.0,4,0.0,8.0,11,19
Harry Giles,2019,408,85,222.0,31.0,22.0,175,348,820.0,58,0.0,6.0,175,342
Shai Gilgeous-Alexander,2019,889,270,232.0,96.0,45.0,341,716,2174.0,82,51.0,139.0,290,577
Brandon Goodwin,2019,23,14,3.0,0.0,0.0,6,23,57.0,16,2.0,6.0,4,17
Devonte' Graham,2019,217,121,63.0,23.0,2.0,74,216,676.0,46,34.0,121.0,40,95
Donte Grantham,2019,0,0,0.0,0.0,0.0,0,2,2.0,3,0.0,2.0,0,0
Dusty Hannahs,2019,8,5,1.0,1.0,0.0,3,12,26.0,2,0.0,5.0,3,7
Isaiah Hartenstein,2019,53,15,47.0,7.0,12.0,20,41,221.0,28,2.0,6.0,18,35
Haywood Highsmith,2019,9,2,5.0,1.0,0.0,4,10,40.0,5,1.0,5.0,3,5
Aaron Holiday,2019,294,87,67.0,21.0,13.0,105,262,646.0,50,43.0,127.0,62,135
Kevin Huerter,2019,727,214,245.0,65.0,25.0,275,657,2048.0,75,136.0,353.0,139,304
Isaac Humphries,2019,15,0,11.0,1.0,0.0,6,21,56.0,5,3.0,11.0,3,10
Chandler Hutchison,2019,229,34,185.0,23.0,6.0,96,209,895.0,44,14.0,50.0,82,159
Frank Jackson,2019,495,69,134.0,25.0,2.0,194,447,1169.0,61,53.0,169.0,141,278
Jaren Jackson Jr.,2019,798,64,272.0,52.0,82.0,298,589,1515.0,58,51.0,142.0,247,447
Amile Jefferson,2019,27,3,21.0,3.0,3.0,10,16,68.0,12,0.0,0.0,10,16
Alize Johnson,2019,13,1,19.0,1.0,3.0,4,16,64.0,14,1.0,2.0,3,14
B.J. Johnson,2019,23,0,8.0,2.0,0.0,9,18,49.0,7,3.0,7.0,6,11
Jemerrio Jones,2019,27,13,49.0,7.0,5.0,12,33,143.0,6,2.0,10.0,10,23
Kevin Knox,2019,963,82,335.0,43.0,24.0,338,914,2158.0,75,125.0,364.0,213,550
Rodions Kurucs,2019,534,52,246.0,41.0,25.0,202,449,1294.0,63,58.0,184.0,144,265
Zach Lofton,2019,0,0,0.0,1.0,0.0,0,1,4.0,1,0.0,1.0,0,0
Jordan Loyd,2019,29,6,9.0,0.0,0.0,8,18,55.0,12,4.0,8.0,4,10
Daryl Macon,2019,29,7,12.0,1.0,0.0,10,27,90.0,8,5.0,11.0,5,16
J.P. Macura,2019,6,2,3.0,0.0,0.0,3,9,17.0,2,0.0,4.0,3,5
Yante Maten,2019,2,0,3.0,1.0,0.0,1,4,13.0,2,0.0,1.0,1,3
Tahjere McCall,2019,4,0,1.0,0.0,0.0,2,3,8.0,1,0.0,1.0,2,2
De'Anthony Melton,2019,250,159,134.0,68.0,23.0,100,256,984.0,50,29.0,95.0,71,161
Chimezie Metu,2019,51,13,36.0,6.0,2.0,19,58,145.0,29,0.0,2.0,19,56
Shake Milton,2019,87,18,35.0,8.0,8.0,34,87,268.0,20,14.0,44.0,20,43
Donatas MotiejÅ«nas,2019,6,1,3.0,0.0,1.0,3,6,13.0,3,0.0,0.0,3,6
DÅ¾anan Musa,2019,19,2,5.0,2.0,0.0,9,22,39.0,9,1.0,10.0,8,12
Svi Mykhailiuk,2019,133,37,36.0,14.0,1.0,46,140,440.0,42,29.0,89.0,17,51
Elie Okobo,2019,304,127,98.0,32.0,7.0,114,290,958.0,53,39.0,132.0,75,158
Josh Okogie,2019,570,91,218.0,88.0,33.0,196,508,1757.0,74,60.0,215.0,136,293
Theo Pinson,2019,81,21,36.0,6.0,0.0,25,73,211.0,18,12.0,46.0,13,27
Cameron Reynolds,2019,95,13,31.0,6.0,2.0,33,78,259.0,19,21.0,51.0,12,27
Duncan Robinson,2019,50,5,19.0,5.0,0.0,18,46,161.0,15,10.0,35.0,8,11
Jerome Robinson,2019,112,19,41.0,11.0,3.0,44,110,320.0,33,18.0,57.0,26,53
Mitchell Robinson,2019,485,37,423.0,52.0,161.0,202,291,1360.0,66,0.0,0.0,202,291
Brandon Sampson,2019,71,10,16.0,8.0,3.0,28,60,214.0,14,11.0,29.0,17,31
Collin Sexton,2019,1371,243,236.0,44.0,6.0,519,1206,2605.0,82,119.0,296.0,400,910
Landry Shamet,2019,722,117,134.0,37.0,10.0,240,557,1802.0,79,167.0,396.0,73,161
Jordan Sibert,2019,3,0,0.0,0.0,0.0,1,1,4.0,1,1.0,1.0,0,0
Anfernee Simons,2019,75,13,13.0,1.0,0.0,28,63,141.0,20,10.0,29.0,18,34
Zhaire Smith,2019,40,10,13.0,2.0,2.0,14,34,111.0,6,6.0,16.0,8,18
Ray Spalding,2019,54,5,48.0,9.0,8.0,25,47,148.0,14,0.0,3.0,25,44
Omari Spellman,2019,272,47,194.0,26.0,25.0,98,244,805.0,46,44.0,128.0,54,116
Jared Terrell,2019,31,12,6.0,3.0,2.0,12,39,111.0,14,4.0,17.0,8,22
Emanuel Terry,2019,10,2,7.0,3.0,0.0,4,7,23.0,3,0.0,0.0,4,7
Khyri Thomas,2019,61,8,20.0,7.0,5.0,22,69,195.0,26,10.0,35.0,12,34
Gary Trent Jr.,2019,40,5,11.0,1.0,2.0,16,50,111.0,15,5.0,21.0,11,29
Allonzo Trier,2019,695,119,197.0,28.0,14.0,232,518,1459.0,64,52.0,132.0,180,386
Jarred Vanderbilt,2019,24,3,23.0,6.0,1.0,9,19,69.0,17,0.0,1.0,9,18
Moritz Wagner,2019,207,24,85.0,11.0,13.0,71,171,446.0,43,22.0,77.0,49,94
Lonnie Walker IV,2019,45,9,17.0,7.0,3.0,16,46,118.0,17,5.0,13.0,11,33
Brad Wanamaker,2019,140,56,41.0,12.0,2.0,50,105,343.0,36,16.0,39.0,34,66
Julian Washburn,2019,40,14,41.0,13.0,2.0,16,48,254.0,18,5.0,24.0,11,24
Yuta Watanabe,2019,39,8,31.0,4.0,1.0,15,51,174.0,15,2.0,16.0,13,35
Thomas Welsh,2019,18,5,4.0,0.0,0.0,7,13,36.0,11,3.0,7.0,4,6
Johnathan Williams,2019,157,13,99.0,8.0,7.0,65,110,372.0,24,0.0,2.0,65,108
Kenrich Williams,2019,279,83,219.0,45.0,19.0,107,279,1079.0,46,52.0,156.0,55,123
Robert Williams,2019,81,7,81.0,9.0,40.0,36,51,283.0,32,0.0,0.0,36,51
Trae Young,2019,1549,653,301.0,72.0,15.0,525,1256,2503.0,81,156.0,482.0,369,774
Kyle Alexander,2020,2,0,3.0,0.0,0.0,1,2,13.0,2,0.0,0.0,1,2
Nickeil Alexander-Walker,2020,267,89,84.0,17.0,8.0,98,266,591.0,47,46.0,133.0,52,133
RJ Barrett,2020,803,143,279.0,55.0,17.0,292,727,1704.0,56,63.0,197.0,229,530
Darius Bazley,2020,342,41,246.0,23.0,41.0,125,317,1130.0,61,49.0,141.0,76,176
Goga Bitadze,2020,172,23,106.0,10.0,37.0,70,150,471.0,54,8.0,42.0,62,108
Bol Bol,2020,40,6,19.0,2.0,6.0,14,28,87.0,7,4.0,9.0,10,19
Marques Bolden,2020,0,0,2.0,1.0,0.0,0,0,3.0,1,0.0,0.0,0,0
Jordan Bone,2020,12,8,4.0,1.0,0.0,5,20,53.0,10,2.0,10.0,3,10
Brian Bowen,2020,6,0,7.0,0.0,1.0,3,10,31.0,6,0.0,2.0,3,8
Ky Bowman,2020,335,131,121.0,44.0,10.0,134,321,1015.0,45,33.0,107.0,101,214
Jarrell Brantley,2020,24,11,20.0,3.0,5.0,10,28,96.0,9,3.0,13.0,7,15
Ignas Brazdeikis,2020,17,4,5.0,0.0,1.0,6,22,53.0,9,1.0,9.0,5,13
Oshae Brissett,2020,37,7,26.0,4.0,1.0,13,36,135.0,19,3.0,15.0,10,21
Charlie Brown Jr.,2020,20,2,4.0,2.0,2.0,6,19,40.0,10,3.0,9.0,3,10
Moses Brown,2020,11,1,14.0,1.0,1.0,4,10,33.0,9,0.0,0.0,4,10
Devontae Cacok,2020,6,1,5.0,0.0,0.0,3,6,9.0,1,0.0,0.0,3,6
Vlatko ÄanÄar,2020,17,3,10.0,1.0,1.0,6,15,45.0,14,1.0,6.0,5,9
Zylan Cheatham,2020,12,3,9.0,1.0,1.0,6,9,51.0,4,0.0,1.0,6,8
Brandon Clarke,2020,700,81,345.0,32.0,48.0,296,479,1300.0,58,23.0,64.0,273,415
Nic Claxton,2020,66,16,44.0,1.0,8.0,27,48,187.0,15,1.0,7.0,26,41
Chris Clemons,2020,161,27,30.0,9.0,6.0,57,142,291.0,33,37.0,107.0,20,35
Amir Coffey,2020,58,14,16.0,5.0,2.0,23,54,159.0,18,6.0,19.0,17,35
Tyler Cook,2020,23,1,14.0,3.0,0.0,8,12,54.0,13,0.0,0.0,8,12
Jarrett Culver,2020,580,110,212.0,57.0,38.0,230,569,1506.0,63,66.0,221.0,164,348
Terence Davis,2020,543,115,237.0,39.0,14.0,199,436,1209.0,72,94.0,242.0,105,194
Luguentz Dort,2020,244,27,81.0,31.0,4.0,86,218,820.0,36,30.0,101.0,56,117
Sekou Doumbouya,2020,243,19,118.0,20.0,8.0,92,236,754.0,38,28.0,98.0,64,138
Carsen Edwards,2020,121,24,47.0,12.0,4.0,42,128,351.0,37,24.0,76.0,18,52
Tacko Fall,2020,23,1,15.0,1.0,4.0,11,14,33.0,7,0.0,0.0,11,14
Bruno Fernando,2020,240,49,198.0,18.0,17.0,103,199,713.0,56,5.0,37.0,98,162
Michael Frazier,2020,27,2,10.0,2.0,0.0,7,29,145.0,13,4.0,23.0,3,6
Wenyen Gabriel,2020,63,8,52.0,11.0,7.0,21,48,235.0,30,6.0,20.0,15,28
Daniel Gafford,2020,220,21,106.0,13.0,56.0,94,134,609.0,43,0.0,0.0,94,134
Darius Garland,2020,728,229,111.0,42.0,4.0,280,699,1824.0,59,105.0,296.0,175,403
Javonte Green,2020,163,26,93.0,24.0,8.0,63,126,468.0,48,9.0,33.0,54,93
Marko Guduric,2020,173,45,73.0,12.0,8.0,62,157,484.0,44,25.0,83.0,37,74
Kyle Guy,2020,4,1,1.0,0.0,0.0,2,5,10.0,3,0.0,3.0,2,2
Rui Hachimura,2020,649,87,294.0,37.0,8.0,254,545,1444.0,48,25.0,87.0,229,458
Devon Hall,2020,20,13,7.0,4.0,1.0,6,30,81.0,11,4.0,17.0,2,13
Donta Hall,2020,39,4,38.0,3.0,6.0,15,22,133.0,9,0.0,0.0,15,22
Jared Harper,2020,2,0,0.0,0.0,0.0,1,4,8.0,3,0.0,2.0,1,2
Jaxson Hayes,2020,472,56,259.0,26.0,55.0,174,259,1080.0,64,1.0,4.0,173,255
Dewan Hernandez,2020,14,3,14.0,1.0,0.0,5,14,28.0,6,1.0,2.0,4,12
Tyler Herro,2020,743,121,224.0,34.0,9.0,270,631,1508.0,55,116.0,298.0,154,333
Kevin Hervey,2020,17,5,12.0,1.0,1.0,7,27,52.0,10,3.0,20.0,4,7
Jaylen Hoard,2020,38,4,32.0,5.0,0.0,15,32,103.0,13,0.0,3.0,15,29
Talen Horton-Tucker,2020,34,6,7.0,8.0,1.0,14,30,81.0,6,4.0,13.0,10,17
William Howard,2020,0,1,2.0,0.0,0.0,0,4,13.0,2,0.0,4.0,0,0
De'Andre Hunter,2020,778,112,286.0,44.0,18.0,280,683,2018.0,63,108.0,304.0,172,379
Justin James,2020,89,18,32.0,6.0,9.0,35,84,232.0,36,9.0,29.0,26,55
DaQuan Jeffries,2020,50,7,18.0,4.0,1.0,20,40,141.0,13,5.0,18.0,15,22
Ty Jerome,2020,102,44,46.0,15.0,3.0,38,113,328.0,31,14.0,50.0,24,63
Cameron Johnson,2020,504,69,187.0,36.0,20.0,176,405,1255.0,57,106.0,272.0,70,133
Keldon Johnson,2020,154,15,57.0,14.0,2.0,53,89,301.0,17,13.0,22.0,40,67
Mfiondu Kabengele,2020,42,2,11.0,2.0,2.0,14,32,64.0,12,9.0,20.0,5,12
Stanton Kidd,2020,0,1,3.0,0.0,0.0,0,3,15.0,4,0.0,1.0,0,2
Louis King,2020,20,5,10.0,2.0,0.0,8,21,62.0,10,4.0,11.0,4,10
John Konchar,2020,54,22,47.0,7.0,3.0,24,37,181.0,19,5.0,10.0,19,27
Romeo Langford,2020,79,13,41.0,8.0,8.0,28,80,370.0,32,5.0,27.0,23,53
Vic Law,2020,15,3,11.0,2.0,0.0,6,18,62.0,8,1.0,7.0,5,11
Jalen Lecque,2020,10,2,2.0,0.0,0.0,4,10,32.0,5,0.0,4.0,4,6
Nassir Little,2020,172,22,108.0,13.0,14.0,65,151,573.0,48,14.0,59.0,51,92
Terance Mann,2020,99,53,55.0,11.0,5.0,37,79,362.0,41,7.0,20.0,30,59
Caleb Martin,2020,111,23,38.0,12.0,7.0,37,84,317.0,18,20.0,37.0,17,47
Cody Martin,2020,238,95,158.0,39.0,9.0,89,207,903.0,48,18.0,77.0,71,130
Jeremiah Martin,2020,64,18,10.0,7.0,2.0,24,53,99.0,9,5.0,18.0,19,35
Kelan Martin,2020,197,23,96.0,7.0,9.0,71,181,495.0,31,25.0,96.0,46,85
Garrison Mathews,2020,98,10,24.0,8.0,1.0,24,56,227.0,18,19.0,46.0,5,10
Jalen McDaniels,2020,89,13,65.0,8.0,3.0,33,70,293.0,16,9.0,24.0,24,46
Jordan McLaughlin,2020,229,125,49.0,34.0,4.0,87,178,590.0,30,29.0,76.0,58,102
NicolÃ² Melli,2020,395,82,180.0,34.0,23.0,136,323,1042.0,60,69.0,206.0,67,117
Eric Mika,2020,6,0,7.0,0.0,0.0,2,3,19.0,1,0.0,0.0,2,3
Adam Mokoka,2020,32,4,10.0,4.0,0.0,12,28,112.0,11,6.0,15.0,6,13
Matt Mooney,2020,2,1,3.0,2.0,1.0,1,4,19.0,4,0.0,2.0,1,2
Ja Morant,2020,1193,488,259.0,58.0,18.0,447,937,2074.0,67,60.0,179.0,387,758
Juwan Morgan,2020,36,6,29.0,1.0,2.0,15,26,134.0,21,3.0,8.0,12,18
Mychal Mulder,2020,77,8,23.0,2.0,1.0,26,67,204.0,7,16.0,52.0,10,15
Malik Newman,2020,2,0,0.0,0.0,0.0,0,2,4.0,1,0.0,1.0,0,1
Zach Norvell,2020,10,3,6.0,2.0,0.0,3,12,41.0,5,3.0,8.0,0,4
Jaylen Nowell,2020,57,19,13.0,3.0,1.0,19,53,151.0,15,3.0,26.0,16,27
Kendrick Nunn,2020,1024,220,180.0,56.0,15.0,401,914,1962.0,67,137.0,391.0,264,523
KZ Okpala,2020,7,1,5.0,2.0,1.0,3,5,26.0,5,0.0,1.0,3,4
Miye Oni,2020,35,4,17.0,4.0,2.0,12,32,109.0,10,7.0,19.0,5,13
Tariq Owens,2020,4,0,3.0,1.0,0.0,1,5,15.0,3,0.0,2.0,1,3
Eric Paschall,2020,837,127,275.0,32.0,13.0,318,640,1654.0,60,37.0,129.0,281,511
AnÅ¾ejs PaseÄÅiks,2020,156,18,107.0,9.0,12.0,61,116,437.0,27,0.0,3.0,61,113
Norvel Pelle,2020,57,8,72.0,3.0,31.0,25,48,232.0,24,0.0,1.0,25,47
Vincent Poirier,2020,41,8,43.0,2.0,9.0,17,36,130.0,22,1.0,2.0,16,34
Shamorie Ponds,2020,9,2,1.0,0.0,1.0,3,5,11.0,4,1.0,2.0,2,3
Jordan Poole,2020,503,134,118.0,35.0,10.0,167,502,1274.0,57,74.0,265.0,93,237
Kevin Porter Jr.,2020,498,109,162.0,46.0,14.0,186,421,1162.0,50,53.0,158.0,133,263
Michael Porter Jr.,2020,512,46,259.0,27.0,25.0,195,383,903.0,55,62.0,147.0,133,236
Josh Reaves,2020,8,3,3.0,0.0,0.0,3,9,28.0,4,0.0,2.0,3,7
Cam Reddish,2020,610,87,216.0,62.0,28.0,213,554,1551.0,58,83.0,250.0,130,304
Naz Reid,2020,269,35,124.0,19.0,22.0,100,243,495.0,30,32.0,97.0,68,146
Justin Robinson,2020,13,7,5.0,0.0,1.0,5,12,49.0,9,3.0,5.0,2,7
Isaiah Roby,2020,0,0,2.0,0.0,0.0,0,1,11.0,3,0.0,0.0,0,1
Luka Å amaniÄ,2020,16,6,10.0,0.0,2.0,5,16,48.0,3,3.0,8.0,2,8
Admiral Schofield,2020,99,15,47.0,8.0,4.0,35,92,368.0,33,19.0,61.0,16,31
Marial Shayok,2020,11,1,7.0,0.0,1.0,3,12,28.0,4,2.0,6.0,1,6
Chris Silva,2020,133,23,126.0,9.0,21.0,48,78,346.0,44,0.0,3.0,48,75
Alen SmailagiÄ,2020,59,13,27.0,3.0,4.0,20,40,139.0,14,3.0,13.0,17,27
Max Strus,2020,5,0,1.0,0.0,0.0,2,3,6.0,2,0.0,1.0,2,2
Matt Thomas,2020,202,22,61.0,10.0,1.0,73,150,440.0,41,47.0,99.0,26,51
Matisse Thybulle,2020,305,79,107.0,94.0,47.0,112,265,1287.0,65,56.0,157.0,56,108
Juan Toscano-Anderson,2020,69,26,52.0,13.0,5.0,29,63,272.0,13,8.0,23.0,21,40
Rayjon Tucker,2020,62,5,20.0,1.0,1.0,20,43,161.0,20,3.0,17.0,17,26
Gabe Vincent,2020,22,6,5.0,5.0,0.0,8,37,83.0,9,6.0,27.0,2,10
Dean Wade,2020,20,2,19.0,2.0,4.0,9,13,71.0,12,2.0,4.0,7,9
P.J. Washington,2020,710,123,316.0,51.0,44.0,268,589,1759.0,58,86.0,230.0,182,359
Tremont Waters,2020,40,16,12.0,10.0,2.0,14,49,119.0,11,4.0,24.0,10,25
Paul Watson,2020,31,8,17.0,4.0,1.0,10,26,87.0,10,4.0,12.0,6,14
Quinndary Weatherspoon,2020,12,11,7.0,3.0,1.0,5,17,78.0,11,1.0,5.0,4,12
Coby White,2020,859,175,230.0,49.0,6.0,312,792,1674.0,65,133.0,376.0,179,416
Grant Williams,2020,237,68,178.0,30.0,36.0,87,211,1043.0,69,24.0,96.0,63,115
Nigel Williams-Goss,2020,14,6,6.0,3.0,1.0,5,16,50.0,10,2.0,7.0,3,9
Zion Williamson,2020,540,50,150.0,16.0,9.0,210,360,668.0,24,6.0,14.0,204,346
Justin Wright-Foreman,2020,19,7,5.0,2.0,0.0,7,20,45.0,4,2.0,10.0,5,10
Precious Achiuwa,2021,304,29,208.0,20.0,28.0,124,228,737.0,61,0.0,1.0,124,227
Ty-Shon Alexander,2021,9,6,10.0,0.0,1.0,3,12,47.0,15,2.0,9.0,1,3
Cole Anthony,2021,605,192,221.0,30.0,18.0,219,552,1273.0,47,58.0,172.0,161,380
Deni Avdija,2021,342,63,262.0,32.0,15.0,130,312,1257.0,54,53.0,168.0,77,144
Udoka Azubuike,2021,16,0,13.0,1.0,4.0,4,9,57.0,15,0.0,0.0,4,9
LaMelo Ball,2021,803,313,302.0,81.0,18.0,293,672,1469.0,51,92.0,261.0,201,411
Desmond Bane,2021,625,118,210.0,41.0,16.0,234,499,1519.0,68,117.0,271.0,117,228
Saddiq Bey,2021,857,95,318.0,52.0,14.0,279,691,1909.0,70,175.0,460.0,104,231
